"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12138","Deve logar com credenciais válidas","","Mon Dec 23 15:47:46 AMT 2024","passed","Mon Dec 23 15:47:58 AMT 2024","","My Login application","",""
